CÓDIGO;REFERÊNCIA;DESCRIÇÃO;NCM;UN;REFERÊNCIAS;EST.;APL.;RES.;VENDA;MÉDIO;VENDA;CUSTO;SETOR;RUA;BLOCO;ANDAR
4664;ALT-87625357;87625357-ANEL DE BORRACHA;40169300;UN;ALT-87625357;0;0;0;136,69;70,48;0;7,18;27B22;;;
5288;87677039;87677039 - TAMPA SUP. AÇO CAIXA;73269090;UN;87677039;0;0;0;27,3;15,485;0;3,15;13F07;;;
5773;ALT-87693742;87693742-FUSIVEL;85361000;UN;ALT-87693742;0;0;0;0,94;0,481053;0;1,86;27B25;;;
4355;88004065;88004065 - KIT REVISÃO CNH;27101932;UN;88004065;0;0;0;8,38;4,755;0;5,82;;;;
2447;88234050;88234050 - VEDA ROSCA LIQU 50G CNH BISNA;35061090;UN;88234050;0;0;0;11,66;6,62;0;0,67;;;;
4360;88285280;88285280 - SILICONE ACETICO CART. 280G;32141010;UN;88285280;0;0;0;3,84;2,178333;0;1,33;;;;
2446;88342020;88342020 - ADESIVO BOND 20G - CNH;35061010;UN;88342020;0;0;0;2,86;1,625;0;0,66;;;;
4353;88400300;88400300 - DESENGRIPANTE LATA 300 ML CNH;27101932;UN;88400300;0;0;0;2,58;1,460833;0;1,79;;;;
4354;88402500;88402500 - GRAXA LIQUIDA 500 ML CNH;27101932;UN;88402500;0;0;0;7,01;3,98;0;0,4;18C03;;;
2444;88465500;88465500 - VASELINA SOLIDA 500 ML CNH;27121000;UN;88465500;0;0;0;8,22;4,67;0;0,47;;;;
4358;88500300;88500300 - LIMPA CONTATO 300 ML CNH;29012900;UN;88500300;0;0;0;3,22;1,824;0;0,93;19A05;;;
4361;88551100;88551100 - WATER OFF FRASCO 100 ML CNH;34029090;UN;88551100;0;0;0;2,72;1,5425;0;1,89;;;;
2452;88610300;88610300 - SILICONE SPRAY 300 ML CNH;39100012;UN;88610300;0;0;0;4,67;2,65;0;1,62;;;;
5863;9712608;9712608-SENSOR DE TEMPERATURA ELETR;90328982;UN;9712608;0;0;0;58,77;33,33;0;3,4;05D08;;;
5822;9958999;9958999-DIFUSOR AR CONDICIONADO;87082919;UN;9958999;0;0;0;34,64;21,65;0;0;05A10;;;
106274;38575;9S3263-COLA;35061090;UN;38575;0;0;0;26,5;13,61;0;0;;;;
5311;A13164;A13164-CENTRALIZADOR DE ACO DA MOL;73269090;UN;A13164;0;0;0;43,47;24,66;0;2,51;06C18;;;
5774;ALT-A149800;A149800-FUSIVEL SIST.ELET. 10A;85361000;UN;ALT-A149800;0;0;0;1,03;0,535385;0;2,13;27A27;;;
5051;A17516;A17516 - ARRUELA;73182100;UN;A17516;0;0;0;9,3;5,275;0;1,07;11D15;;;
5683;ALT-A75651;A75651-BUCHA EIXO TRAS;84833090;UN;ALT-A75651;0;0;0;7,15;4,06;0;0;27A07;;;
68667;J907586;ABAFADOR TAMPA MOTOR;84099999;PC;J907586;0;0;0;31,32;14,23;0;0;;;;
27052;47634777;ABRACADEIRA;73269090;PC;47634777;8;0;0;103,21;46,51625;825,68;372,13;03A09;;;
3471;507586;ABRACADEIRA;73269090;UN;507586;12;0;0;23,55;2,555834;282,6;30,67;02G12;;;
33007;513309;ABRACADEIRA;73269090;PC;513309;0;0;0;41,34;16,62;0;0;;;;
4403;529070;ABRACADEIRA;39269090;UN;529070;0;0;0;16,85;5,47271;0;0;02C18;;;
34129;603022;ABRACADEIRA;73269090;PC;603022;1;0;0;32,13;17,53;32,13;17,53;04B10;;;
5295;675162;ABRACADEIRA;73269090;UN;675162;0;0;0;22,8;1,49;0;0,45;6E+13;;;
40309;75321956;ABRACADEIRA;73269090;PC;75321956;2;0;0;466,74;243,965;933,48;487,93;04H14;;;
4737;86624005;ABRACADEIRA;49089000;UN;86624005;0;0;0;25,95;1,543;0;1,57;22G11;;;
52888;86625019;ABRACADEIRA;73269090;PC;86625019;0;0;0;62,06;21,03;0;0;;;;
52895;86625041;ABRACADEIRA;73269090;PC;86625041;0;0;0;48,06;9,295;0;0;;;;
3485;86633352;ABRACADEIRA;73269090;UN;86633352;0;0;0;120;67,075;0;0;02G16;;;
56205;87409291;ABRACADEIRA;73269090;PC;87409291;0;0;0;192,06;104,84;0;0;;;;
2745;87527849;ABRACADEIRA;40169300;UN;87527849;0;0;0;137,05;68,94;0;0;;;;
62200;87690486;ABRACADEIRA;73269090;PC;87690486;2;0;0;42,08;15,629999;84,16;31,26;02F19;;;
1313;9827902;ABRACADEIRA;73269090;UN;9827902;0;0;0;18,66;4,875;0;0;06B06;;;
96321;ALT-214420;ABRACADEIRA;73269090;UN;485,1264;0;0;0;43,67;24,41;0;0;;;;
74452;L115549;ABRACADEIRA;73269090;PC;L115549;0;0;0;173,45;92,785;0;0;02H37;;;
200;87000312;ABRACADEIRA 7 8 INCH BLACK;39269090;UN;87000312;95;0;0;1,44;0,815868;136,8;77,51;09D09;;;
5296;131027;ABRACADEIRA ACO P FILTRO;73269090;UN;131027;0;0;0;355,03;22,125;0;4,51;04F07;;;
19971;257492;ABRACADEIRA 143MM;73269090;PC;257492;2;0;0;26,45;7,075;52,9;14,15;06H22;;;
53048;86634187;ABRACADEIRA 2 X 106 SST ACO;73269090;PC;86634187;0;0;0;33,77;8,41;0;0;;;;
35474;71102766;ABRACADEIRA ACO;73269090;PC;71102766;0;0;0;471,2;263,39;0;0;;;;
19862;254026A1;ABRACADEIRA ACO USAR 76084;73269090;PC;254026A1;3;0;0;459,52;245,8625;1378,56;737,59;06D03;;;
41178;76082265;ABRACADEIRA ACO P TUBO;73269090;PC;76082265;0;0;0;177,03;66,975;0;0;;;;
68813;J918521;ABRACADEIRA ACO ROSCA SEM F;73269090;PC;J918521;0;0;0;477,14;210,93;0;0;;;;
12559;13000690;ABRACADEIRA D32 50 MOTOR IV;73269090;PC;13000690;0;0;0;10,73;5,862;0;0;;;;
3464;138773A1;ABRACADEIRA DE ACO;73269090;UN;138773A1;0;0;0;45,95;15,86;0;0;;;;
13340;142539A1;ABRACADEIRA DE ACO;73269090;PC;19384,142539A1;0;0;0;1058,27;296,06;0;0;11X03;;;
1305;1977831C1;ABRACADEIRA DE ACO;73269090;UN;1977831C1;0;0;0;185,72;99,355;0;0;04C01;;;
1331;237910;ABRACADEIRA DE ACO;73261900;UN;237910;4;0;0;6,08;3,384;24,32;13,54;6E+15;;;
22608;353036A1;ABRACADEIRA DE ACO;73269090;PC;353036A1;0;0;0;520;268,57;0;0;100D05;;;
34119;600427;ABRACADEIRA DE ACO;73269090;PC;ZBR73269090,600427;0;0;0;17,44;4,66;0;0;06C13;;;
48786;84460193;ABRACADEIRA DE ACO;73269090;PC;84460193;0;0;0;350,58;181,38;0;0;;;;
1335;84468383;ABRACADEIRA DE ACO;73269090;UN;84468383;0;0;0;357,78;199,99;0;0;4E+15;;;
3505;85801574;ABRACADEIRA DE ACO;73269090;UN;85801574;0;0;0;20,44;6,55;0;0;3E+11;;;
5320;86050202;ABRACADEIRA DE ACO;73269090;UN;86050202;0;0;0;13,2;5,315;0;0;;;;
6892;86625034;ABRACADEIRA DE ACO;73269090;UN;86625034;0;0;0;124,11;69,375;0;0;;;;
53710;87019670;ABRACADEIRA DE ACO;73261900;PC;87019670;0;0;0;55,99;31,3;0;0;;;;
54234;87307884;ABRACADEIRA DE ACO;73269090;PC;87307884;0;0;0;27,29;14,9;0;0;05B13;;;
57853;87482165;ABRACADEIRA DE ACO;73269090;PC;87482165;0;0;0;241,3;134,881;0;0;;;;
58609;87543930;ABRACADEIRA DE ACO;87089990;PC;87543930;0;0;0;330,62;157,78;0;0;;;;
74391;L101181;ABRACADEIRA DE ACO;73269090;PC;L101181;0;0;0;72,06;37,163333;0;0;02D40;;;
1278;R15257;ABRACADEIRA DE ACO;73269090;UN;R15257;1;0;0;124,92;68,14;124,92;68,14;06A29;;;
84545;YT51C01029P1;ABRACADEIRA DE ACO;73269090;PC;YT51C01029P1;0;0;0;7,42;1,83;0;0;;;;
74451;L115548;ABRACADEIRA DE ACO USAR 25;73269090;PC;L115548;0;0;0;118,2;63,245;0;0;03G08;;;
3459;86625022;ABRACADEIRA DE ACO 04 25 62;73261900;UN;86625022;9;0;0;8,51;1,814444;76,59;16,33;06D15;;;
33311;515-24222;ABRACADEIRA DE ACO COM BORR;73269090;PC;ZBR73269090,515-24222;0;0;0;17,74;5,11;0;0;06A07;;;
52893;86625038;ABRACADEIRA DE ACO COM BORR;73269090;PC;86625038;0;0;0;14,69;8,03;0;0;OS 2259;;;
1353;71404504;ABRACADEIRA DE ACO COM PARA;73269090;UN;71404504;0;0;0;804,72;416,08;0;0;02H36;;;
1310;87538515;ABRACADEIRA DE ACO DA CRUZE;73269090;UN;87538515;0;0;0;175,09;46,04;0;0;11D24;;;
17206;18088192;ABRACADEIRA DE ACO DA MANG;73269090;PC;18088192;0;0;0;14,38;8,04;0;0;;;;
5305;D47782;ABRACADEIRA DE ACO DA VALV.;73269090;UN;D47782;0;0;0;31,03;4,773333;0;2,92;02I22;;;
30133;47969902;ABRACADEIRA DE ACO DO ACELE;73269090;PC;47969902;0;0;0;33,25;17,725;0;0;;;;
21165;299456A1;ABRACADEIRA DE ACO PARA FIX;73269090;PC;299456A1;0;0;0;714,15;389,81;0;0;;;;
53239;86643166;ABRACADEIRA DE ACO WORM US;73269090;PC;86643166;0;0;0;79,88;42,755;0;0;;;;
37330;72204526;ABRACADEIRA DE ALUMINIO;76169900;PC;72204526;0;0;0;770,48;428,13;0;0;;;;
3462;84674;ABRACADEIRA DE FITA;73269090;UN;84674;4;0;0;42,53;23,414704;170,12;93,66;3E+13;;;
1294;214-1408;ABRACADEIRA DE MANGUEIRA;73269090;UN;214-1408;0;0;0;34,72;2,22;0;0,23;06I05;;;
2471;14560287;ABRACADEIRA DE PLASTICO;39269090;UN;14560287;0;0;0;1,81;0,454038;0;0;11G15;;;
70808;KHN17180;ABRACADEIRA DE PLASTICO;39269090;PC;KHN17180;0;0;0;35,71;15,07;0;0;04I01;;;
51611;8603362;ABRACADEIRA FIXACAO ACO;73269090;PC;8603362;1;0;0;26,36;14,36;26,36;14,36;02C39;;;
2491;75201641;ABRACADEIRA PLASTICA DE FIT;39269090;UN;75201641;0;0;0;16,05;3,104;0;0;02G10;;;
5324;87442439;ABRACADEIRA U DE ACO;73269090;UN;87442439;0;0;0;9,31;0,8;0;0,08;12D10;;;
65184;A162896;ABRACADEIRA U DE ACO;73269090;PC;A162896;0;0;0;322,15;175,73;0;0;;;;
112753;ALT-L116943;ABTACADEIRA DE AÇO;87082999;UN;L116943;0;0;0;18,88;11,7;0;0;;;;
2955;87569;ACESSORIO NIPLE COM ROSCA;73079200;UN;87569;3;0;0;27,39;12,3795;82,17;37,14;02H13;;;
48761;84431522;ACESSORIO COTOVELO DE ACO;73071920;PC;84431522;1;0;0;261,77;115,52;261,77;115,52;03B20;;;
95215;51452179;ACOPLADOR;73079900;UN;51452179;0;0;0;708,22;393,56;0;0;;;;
25712;47396760;ACOPLAMENTO;73071920;PC;172,4739676;0;0;0;949,69;517,38;0;0;02G40;;;
6077;47396761;ACOPLAMENTO;73079200;UN;47396761,17;0;0;0;1138,18;599,49;0;0;12C23;;;
50341;8501111;ACOPLAMENTO;84836090;PC;8501111;0;0;0;6743,45;3469,46;0;0;26A02;;;
72146;KMJ2660;ACOPLAMENTO BOMBA HIDRAULIC;84139190;PC;KMJ2660;0;0;0;6370,09;2979,55;0;0;;;;
62727;87711337;ACOPLAMENTO DE ACO;84314929;PC;87711337;0;0;0;455,1;266,36;0;0;06D21;;;
5548;150612A1;ACOPLAMENTO DE BORRACHA BOM;84314929;UN;150612A1;0;0;0;2313,41;470,4;0;0;;;;
62241;87692685;ACOPLAMENTO DE NYLON;84836090;PC;87692685;0;0;0;607,52;339,59;0;0;;;;
53405;86989637;ACOPLAMENTO FLANGE DE ACO;87083090;PC;86989637;0;0;0;7608,47;2492,31;0;0;;;;
38505;75249578;ACOPLAMENTO FLEXIVEL ACO;84836090;PC;75249578;0;0;0;10175,41;3100,86;0;0;;;;
47298;84353396;ACUMULADOR;84798999;PC;84353396;0;0;0;8205,61;4373,4;0;0;18C01;;;
52054;8605648;ACUMULADOR ACO P NITROGENIO;84798999;PC;8605648;0;0;0;5257,79;2521,59;0;0;;;;
32782;504347960;ACUMULADOR HIDRAULICO;84099999;PC;504347960;0;0;0;4574,49;2835,12;0;0;;;;
40811;76028575;ACUMULADOR HIDRAULICO;84798999;PC;76028575;0;0;0;1725,46;964,5;0;0;10A05;;;
50337;8501047;ACUMULADOR HIDRAULICO;84798999;PC;8501047;0;0;0;6302,25;1452,22;0;0;;;;
50298;8500209;ACUMULADOR HIDRAULICO FREIO;84798999;PC;8500209;0;0;0;1628,22;867,79;0;0;;;;
63038;87728740;ACUMULADOR HIDRAULICO SERVI;84798999;PC;87728740;0;0;0;7021,16;3742,11;0;0;;;;
68642;J905820;ADAPTADOR;84099999;PC;J905820;0;0;0;885,04;458,6;0;0;;;;
91603;ALT-9840542;ADAPTADOR 90 SP 6-6;73071920;UN;1;0;0;0;183,52;86,21;0;0;;;;
14574;151650A1;ADAPTADOR ACO;73079900;PC;151650A1;0;0;0;270,36;89,61;0;0;;;;
1787;84168133;ADAPTADOR CENTRAL 621 W130;84314100;UN;84168133;0;0;0;1299,67;69,656667;0;0;DEP01D03;;;
17568;190316A1;ADAPTADOR DE ACO;73079900;PC;ZBR73079900,190316A1;0;0;0;211,35;58,69;0;0;06B17;;;
19979;257948A1;ADAPTADOR DE ACO;73269090;PC;257948A1;0;0;0;993,09;555,12;0;0;;;;
56124;87403953;ADAPTADOR DE ACO;84314929;PC;87403953;0;0;0;1468,15;832,31;0;0;09C07;;;
3882;87755918;ADAPTADOR DE ACO CABO ACELE;84314929;UN;87755918;0;0;0;45,07;25,87;0;0;;;;
54072;87270105;ADAPTADOR DE ACO NG8 3 8 NP;73079200;PC;87270105;1;0;0;266,29;114,085;266,29;114,09;02F13;;;
63312;87743748;ADAPTADOR DE ACO P TUBO DIF;73079900;PC;87743748;0;0;0;130,51;72,95;0;0;;;;
14281;149154A1;ADAPTADOR DE ACO PARA SENSO;73071920;PC;149154A1;0;0;0;159,06;88,91;0;0;02I22;;;
1788;84168134;ADAPTADOR DENTE DA CACAMBA;84314100;UN;84168134;0;0;0;1501,57;135,205714;0;0;;;;
3785;84168137;ADAPTADOR DENTE DA CACAMBA;84314100;UN;84168137;0;0;0;1384,54;753,375;0;0;CAIXA DENTES;;;
3778;84289974;ADAPTADOR DENTE DA CACAMBA;84314929;UN;84289974;0;0;0;3840,88;1333,416;0;0;;;;
4785;J925955;ADAPTADOR FILTRO COMBUST;73079900;UN;J925955;0;0;0;67,67;28,7;0;0,48;20D18;;;
1786;84168129;ADAPTADOR LATERAL 621 W130;84314100;UN;84168129;0;0;0;2944,78;85,77;0;0;DEP03A02;;;
43974;84130479;ADAPTADOR PLASTICO DO BOCAL;39269090;PC;84130479;0;0;0;213,29;100,93;0;0;;;;
91605;ALT-87582906;ADAPTADOR SP 12-12;73071920;UN;3;0;0;0;288,97;161,53;0;0;;;;
91604;ALT-96579680;ADAPTADOR UMA SP 10-10;73071920;UN;2;0;0;0;251,64;140,66;0;0;;;;
31425;48155686;ADESIVO;39199020;PC;48155686;0;0;0;209,02;105,86;0;0;12000;;;
49428;84533671;ADESIVO 721E;39199090;PC;84533671;0;0;0;244,03;105,73;0;0;;;;
37407;72209583;ADESIVO REFLETIVO;49089000;PC;72209583;0;0;0;214,2;84,89;0;0;;;;
49320;84520134;ADESIVO VHP;39199020;PC;84520134;0;0;0;79,28;42,57;0;0;12F01;;;
2881;87598648;ADESIVO 50 ANOS BRACO ESQUE;49089000;UN;87598648;0;0;0;261,95;25,31;0;2,58;;;;
39208;75264372;ADESIVO CAIXA FUSIVEL;49089000;PC;75264372;0;0;0;9,15;2,48;0;0;;;;
49461;84536781;ADESIVO CASE CONSTRUCAO;49089000;PC;84536781;0;0;0;11,95;6,68;0;0;;;;
27696;47758285;ADESIVO DE ADVERTENCIA;39199020;PC;47758285;0;0;0;16,22;15,765;0;0;;;;
665;149811A2;ADESIVO FAIXA LAT DIR;49089000;UN;149811A2;0;0;0;636,68;339,53;0;0;;;;
667;149813A2;ADESIVO FAIXA LAT DIR;49089000;UN;149813A2;0;0;0;61,81;32,96;0;0;;;;
664;149810A2;ADESIVO FAIXA LAT ESQ;49089000;UN;149810A2;0;0;0;847,9;452,15;0;0;;;;
666;149812A2;ADESIVO FAIXA LAT ESQ;49089000;UN;149812A2;0;0;0;52,86;28,19;0;0;;;;
49318;84520131;ADESIVO LOGOMARCA CASE;49089000;PC;84520131;0;0;0;839,34;447,615;0;0;08B04;;;
654;401458A1;ADESIVO LOGOMARCA CASE;49089000;UN;401458A1;0;0;0;347,29;21,34;0;4,36;06D05;;;
113436;ALT-86594528;ADESIVO NEW HOLLAND;49089000;UN;86594528;0;0;0;238,4;133,26;0;0;;;;
4730;147640A1;ADESIVO P 3 ALAVANC W20E;49089000;UN;147640A1;0;0;0;45,19;3,4;0;0,34;03F17;;;
4727;329019A1;ADESIVO PARA CHAVE GERAL;49089000;UN;329019A1;4;0;0;91,08;26,286;364,32;105,14;20000;;;
27668;47758105;ADESIVO PLASTICO;39199020;PC;47758105;3;0;0;3,33;1,663333;9,99;4,99;02G36;;;
27669;47758107;ADESIVO PLASTICO;39199020;PC;47758107;0;0;0;6,6;3,33;0;0;;;;
150;71433121;ADESIVO PLASTICO AUTO ADESI;39199090;UN;71433121;0;0;0;70,15;26,61;0;0;;;;
49111;84489975;ADESIVO VISOR DA CABINE 721;49089000;PC;84489975;0;0;0;155,91;87,15;0;0;;;;
49425;84533667;ADESIVO W20E;49089000;PC;84533667;0;0;0;485,04;271,125;0;0;;;;
3737;AF1604;AF1604-ELEMENTO DO FILTRO DE AR;84219999;UN;AF1604;0;0;0;109,84;23,67;0;2,41;0;;;
3736;AF1605M;AF1605M-ELEMENTO DO FILTRO DE AR;84219999;UN;AF1605M;0;0;0;220,76;39,43;0;4,02;0;;;
3706;AF1643;AF1643-ELEMENTO FILTRO DE AR;84219999;UN;AF1643;0;0;0;149,26;22,26;0;2,26;;;;
3712;AF1644;AF1644-ELEMENTO DO FILTRO DE AR;84219999;UN;AF1644;0;0;0;115,26;16,54;0;1,68;0;;;
1685;AF1841;AF1841 - FILTRO DE AR SECUNDARIO;84219999;UN;AF1841;0;0;0;99,07;10,19;0;1,04;0;;;
3732;AF1842;AF1842-FILTRO DE AR;84219999;UN;AF1842;0;0;0;80,16;5,66;0;0,57;0;;;
3733;AF25064;AF25064-ELEMENTO DO FILTRO DE AR;84219999;UN;AF25064;0;0;0;72,51;10,89;0;1,11;0;;;
3704;AF25075;AF25075-ELEMENTO DO FILTRO DE AR;84219999;UN;AF25075;0;0;0;115,06;14,03;0;1,44;0;;;
1692;AF25305;AF25305 - FILRO DE AR;84219999;UN;AF25305;0;0;0;123,5;16,06;0;1,64;0;;;
1693;AF25313;AF25313 - FILTRO DE AR;84219999;UN;AF25313;0;0;0;393,94;83,88;0;8,56;0;;;
3703;AF25595;AF25595-ELEMENTO DO FILTRO DE AR;84219999;UN;AF25595;0;0;0;176,34;31,48;0;3,21;0;;;
3702;AF25596;AF25596-ELEMENTO DO FILTRO DE AR;84219999;UN;AF25596;0;0;0;118,38;17,56;0;1,79;0;;;
1695;AF25631;AF25631 - FILTRO DE AR;84219999;UN;AF25631;0;0;0;240,33;45,23;0;4,61;0;;;
1689;AF25829;AF25829 - FILTRO AR CONDICIONADO;84219999;UN;AF25829;0;0;0;158,08;24,38;0;2,48;0;;;
1698;AF25997;AF25997 - FILTRO DE AR;84219999;UN;AF25997;0;0;0;100,84;18,79;0;1,91;0;;;
1696;AF26162;AF26162 - FILTRO DE AR;84219999;UN;AF26162;0;0;0;285,3;54,94;0;5,6;0;;;
3710;AF26207;AF26207-ELEMENTO DO FILTRO DE AR;84219999;UN;AF26207;0;0;0;215,86;38,26;0;3,9;0;;;
3707;AF26208;AF26208-ELEMENTO DO FILTRO DE AR;84219999;UN;AF26208;0;0;0;189,72;22,26;0;2,26;0;;;
3735;AF26211;AF26211-ELEMENTO DO FILTRO DE AR;84219999;UN;AF26211;0;0;0;62,6;9,58;0;0,97;0;;;
3708;AF26241;AF26241-ELEMENTO DO FILTRO DE AR;84219999;UN;AF26241;0;0;0;252,21;50,53;0;5,15;0;;;
1690;AF26242;AF26242 - FILTRO DE AR;84219999;UN;AF26242;0;0;0;342,69;68,73;0;7,01;0;;;
3705;AF26357;AF26357-ELEMENTO DO FITLRO DE AR;84219999;UN;AF26357;0;0;0;123,72;16,12;0;1,64;0;;;
3711;AF26397;AF26397-ELEMENTO PRIMARIO DO AR;84219999;UN;AF26397;0;0;0;240,96;44,28;0;4,52;0;;;
1686;AF26399;AF26399 - FILTRO DE AR;84219999;UN;AF26399;0;0;0;231,52;42,02;0;4,28;0;;;
3709;AF26473;AF26473-ELEMENTO DO FILTRO DE AR;84219999;UN;AF26473;0;0;0;207,71;36,27;0;3,7;0;;;
1691;AF26678;AF26678 - FILTRO DE AR;84219999;UN;AF26678;0;0;0;407,09;84,21;0;8,58;0;;;
1630;AF27817;AF27817 - FILTRO;84219999;UN;AF27817;0;0;0;204,46;38,26;0;3,9;0;;;
3731;AF4058;AF4058-FILTRO DE AR;84219999;UN;AF4058;0;0;0;114,41;13,88;0;1,41;0;;;
3730;AF471;AF471-ELEMENTO DO FILTRO DE AR;84219999;UN;AF471;0;0;0;190,62;32,18;0;3,29;0;;;
3729;AF472;AF472-ELEMENTO DO FILTRO DE AR;84219999;UN;AF472;0;0;0;113;14,36;0;1,46;0;;;
3715;AF4736;AF4736-ELEMENTO PRIMARIO FILTRO DE AR;84219999;UN;AF4736;0;0;0;192,89;32,73;0;3,34;0;;;
1728;AF947;AF947 - FILTRO DE AR;84219999;UN;AF947;0;0;0;112,99;18,98;0;1,94;0;;;
3713;AF963;AF963-ELEMENTO SECUNDARIO DO AR;84219999;UN;AF963;0;0;0;136,47;32,79;0;3,35;0;;;
101885;76030114;ALAA EM PLASTICO P CAIXA DE;39269090;PC;76030114;0;0;0;335,7;174,77;0;0;06A06;;;
11325;109511A1;ALARME;85123000;PC;109511A1;0;0;0;614,41;247,535182;0;0;19B03;;;
4106;325258A1;ALARME;85123000;UN;325258A1;0;0;0;685,14;214,01;0;0;;;;
89860;51684940;ALARME;85123000;PC;51684940,26;1;0;0;617,44;354,433333;617,44;354,43;04C15;;;
66186;D121972;ALARME DE RE;85123000;PC;D121972;1;0;0;850,73;316,5825;850,73;316,58;02A40;;;
71766;KHR3852;ALARME DE RE;85123000;PC;KHR3852;0;0;0;1539,89;658,21;0;0;2,00E+24;;;
14382;149993A1;ALARME SONORO DO SISTEMMA E;85123000;PC;149993A1;0;0;0;348,86;216,21;0;0;12D10;;;
17140;179689A2;ALAVANCA;84314929;PC;179689A2;0;0;0;2793,38;1603,54;0;0;;;;
5792;278328A1;ALAVANCA;85365090;UN;278328A1;0;0;0;1773,21;1098,98;0;0;22D06;;;
86071;47643480;ALAVANCA;84314929;PC;47643480;1;0;0;4161,22;2376,88;4161,22;2376,88;10B01;;;
3539;75310430;ALAVANCA;83023000;UN;75310430;0;0;0;417,39;239,605;0;0;11B18;;;
53042;86633195;ALAVANCA;84314929;PC;86633195;0;0;0;494,49;266,42;0;0;;;;
112446;ALT-47643480;ALAVANCA;84314929;UN;47643480;0;0;0;5647,28;3500;0;0;;;;
7038;E158436;ALAVANCA ACELERADOR;84314929;UN;E158436;0;0;0;635,72;394;0;0;;;;
39182;75264204;ALAVANCA ACO COMANDO ACELER;84314929;PC;75264204;0;0;0;308,02;115,57;0;0;;;;
4369;317171A1;ALAVANCA DE ACO;39263000;UN;317171A1;1;0;0;419,36;209,095;419,36;209,1;17C06;;;
57171;87446596;ALAVANCA DE ACO CONTROLE BA;84314929;PC;87446596;1;0;0;560,87;314,27;560,87;314,27;20A05;;;
56541;87428152;ALAVANCA DE ACO CONTROLE LE;84314929;PC;87428152;1;0;0;482,46;270,34;482,46;270,34;20A04;;;
74892;L59087;ALAVANCA DE ACO DA CONTRA V;84314929;PC;L59087;0;0;0;266,27;144,89;0;0;;;;
25776;47408128;ALAVANCA DE ACO DE CONTROLE;84314929;PC;47408128;0;0;0;2523,35;1373,04;0;0;04X01;;;
67367;E69644;ALAVANCA DE ACO DO CONTROLE;84314929;PC;E69644;0;0;0;625,06;373,17;0;0;;;;
1840;E67745;ALAVANCA DE ACO P TRANSMISS;84314929;UN;E67745;0;0;0;514,49;250,13;0;0;;;;
54267;87308274;ALAVANCA DE ALUMINIO;84314929;PC;87308274;0;0;0;500,33;274,8;0;0;;;;
54268;87308275;ALAVANCA DE ALUMINIO;84314929;PC;87308275;1;0;0;506,51;278,2;506,51;278,2;20D04;;;
* 3880;87456786;ALAVANCA DE DIRECAO ELETR 2;84314929;UN;87456786;0;0;0;133,45;594,77;0;0;;;;
50489;85801938;ALAVANCA ELETRICA;85365090;PC;85801938;0;0;0;1820,12;1044,85;0;0;;;;
1795;85827832;ALAVANCA FREIO;84314929;UN;85827832;0;0;0;866,28;490,06;0;0;19C04;;;
43103;82000509;ALAVANCA SETA LUZES BUZIN;85365090;PC;82000509;0;0;0;1851,56;1089,08;0;0;;;;
23205;379314A4;ALAVANCA W TRANSMISSAO;84314929;PC;379314A4;0;0;0;2728,79;1085,74;0;0;;;;
17998;1987555C1;ALAVENCA DE SETA E BUZINA;85365090;PC;1987555C1;1;1;0;613,49;380,22;613,49;380,22;;;;
17305;182594A1;ALCA;83023000;PC;182594A1;0;0;0;158,99;78,515;0;0;;;;
24194;406256A1;ALCA DE ACO;84314929;PC;406256A1;0;0;0;617,17;349,26;0;0;;;;
3843;47550919;ALOJAMENTO;84314929;UN;47550919;0;0;0;103,28;11,66;0;0;12F19;;;
6387;47550921;ALOJAMENTO;84314929;UN;47550921;0;0;0;108,19;49,635;0;0;;;;
26884;47599299;ALOJAMENTO;84314929;PC;47599299;0;0;0;306,12;182,76;0;0;15D04;;;
46899;84329406;ALOJAMENTO;84839000;PC;84329406;0;0;0;29410,55;11818,15;0;0;;;;
47711;84373622;ALOJAMENTO;84839000;PC;84373622;0;0;0;8037,61;2842,78;0;0;;;;
86016;86016;ALT- 0848 CERDA EM AÇO;96035000;UN;1713/1;0;0;0;66,33;36,3;0;0;;;;
5162;ALT-103-16200;ALT-103-16200-ANEL TRAVA CILIN GIRO AC;73182900;UN;ALT-103-16200;0;0;0;4,55;2,35;0;1,44;27C30;;;
5275;ALT-106651A1;ALT-106651A1-ANEL ELASTICO DE ACO;73261900;UN;ALT-106651A1;0;0;0;10;5,155;0;2,1;27D27;;;
1889;ALT-107124A1;ALT-107124A1-BUCHA DE ACO;84314929;UN;ALT-107124A1;0;0;0;10,68;6,07;0;0;27D15;;;
4461;ALT-1105;ALT-1105- PROTETOR ARO 205 X 25;40129090;UN;ALT-1105;0;0;0;10,56;5,44;0;0,56;DEP03A01;;;
3527;ALT-118901A1;ALT-118901A1 PINO DE ZINCO DO BRAÇO DE L;79070090;UN;ALT-118901A1;0;0;0;19,36;9,98;0;1,02;28D04;;;
5346;ALT-121779A1;ALT-121779A1-PINO DE ZINCO DA TORRE DA R;79070090;UN;ALT-121779A1;0;0;0;47,89;24,6925;0;10,07;2,7E+12;;;
4756;ALT-1283403C1;ALT-1283403C1-ESPELHO RETROVISOR EXTERNO;70091000;UN;ALT-1283403C1;0;0;0;66,39;37,72;0;0;27X05;;;
5417;ALT-145217A1;ALT-145217A1-ELEMENTO FILTRANDE DO OLEO;84212300;UN;ALT-145217A1;0;0;0;8,69;4,94;0;0;27A22;;;
